particle_ID    f_x       f_y       f_z    
          0 11.212672  0.000002  0.000005 
          0 11.205547 -0.000001 -0.000001 
          0 11.203781 -0.000223 -0.000172 
          0 11.204575 -0.000125 -0.000114 
          0 11.204612 -0.000071 -0.000071 
