particle_ID    f_x       f_y       f_z    
          0 11.126831  0.000000  0.000004 
          0 11.118584 -0.000001 -0.000001 
          0 11.117527 -0.000158 -0.000143 
          0 11.117553 -0.000070 -0.000021 
          0 11.117351 -0.000050 -0.000024 
