particle_ID    f_x       f_y       f_z    
          0 10.587607 -0.000045  0.000147 
          0 10.605663 -0.000984  0.000500 
          0 10.606716  0.001972 -0.000893 
          0 10.607007 -0.000193 -0.000484 
          0 10.606292 -0.000047 -0.000060 
          0 10.606707 -0.001830 -0.000368 
