particle_ID    f_x       f_y       f_z    
          0 10.852612 -0.000000 -0.000001 
          0 10.849124 -0.000000 -0.000000 
          0 10.848328 -0.000188 -0.000065 
          0 10.849320 -0.000077 -0.000081 
          0 10.849592 -0.000022 -0.000033 
