particle_ID    f_x       f_y       f_z    
          0  4.413941  0.000000 -0.000001 
          0  6.281729 -0.000001  0.000000 
          0  8.417541  0.000001  0.000000 
          0  9.849059  0.000000  0.000001 
          0 10.438762  0.000098  0.000020 
          0 10.438985  0.000000 -0.000026 
