particle_ID    f_x       f_y       f_z    
          0 10.710316 -0.000007 -0.000009 
          0 10.709855  0.000000 -0.000000 
          0 10.709271 -0.000262 -0.000276 
          0 10.710039 -0.000089 -0.000120 
          0 10.710323 -0.000023 -0.000056 
