particle_ID    f_x       f_y       f_z    
          0 10.910273  0.000003  0.000000 
          0 10.909030 -0.000000  0.000000 
          0 10.908553 -0.000069 -0.000222 
          0 10.909199 -0.000042 -0.000104 
          0 10.909637 -0.000030 -0.000048 
          0 10.909592 -0.000012 -0.000060 
