particle_ID    f_x       f_y       f_z    
          0 10.687963 -0.000006 -0.000003 
          0 10.686542 -0.000317  0.000066 
          0 10.685361  0.000012 -0.000244 
          0 10.685361  0.000826  0.000109 
          0 10.686251 -0.000039 -0.000027 
          0 10.686238 -0.000009 -0.000023 
