particle_ID    f_x       f_y       f_z    
          0 11.038489  0.000002 -0.000003 
          0 11.038586 -0.000008 -0.000205 
          0 11.039821 -0.000166 -0.000159 
          0 11.040681 -0.000108 -0.000141 
