particle_ID    f_x       f_y       f_z    
          0 10.971090 -0.000002 -0.000003 
          0 10.973630 -0.000000 -0.000000 
          0 10.974487  0.000036 -0.000011 
          0 10.975030 -0.000084 -0.000090 
          0 10.975261 -0.000060 -0.000028 
