particle_ID    f_x       f_y       f_z    
          0  5.039814  0.000000  0.000000 
          0  6.599231  0.000001  0.000000 
          0  8.650419 -0.000001 -0.000000 
          0 10.022245  0.000000  0.000001 
          0 10.498245  0.000004  0.000022 
          0 10.498817 -0.000003 -0.000017 
