particle_ID    f_x       f_y       f_z    
          0 10.761026  0.000017  0.000019 
          0 10.754529  0.000000 -0.000000 
          0 10.753367 -0.000118 -0.000057 
          0 10.754540 -0.000077 -0.000075 
          0 10.754828 -0.000043 -0.000018 
