particle_ID    f_x       f_y       f_z    
          0 10.720043  0.000041 -0.001377 
          0 10.609370 -0.000000  0.000000 
          0 10.607204  0.000000 -0.000000 
          0 10.606563 -0.000112 -0.000107 
          0 10.606639 -0.000029 -0.000045 
          0 10.606698 -0.000005 -0.000025 
