particle_ID    f_x       f_y       f_z    
          0 10.813459  0.000002  0.000002 
          0 10.809587  0.000000  0.000000 
          0 10.809232 -0.000074  0.000025 
          0 10.810191 -0.000061 -0.000095 
          0 10.810485 -0.000024 -0.000032 
